,Target,Target_file,Ligand,Num_Atoms,graph_id,Pred. ΔG,Exp. ΔG,Group,finetune_rank,Group_359
246,tnks2,4ui5-prepared,8d,25,tnks2/8d,-9.84,-12.49,3.0,0.0,3.0
247,tnks2,4ui5-prepared,5b,22,tnks2/5b,-11.97,-10.47,0.0,6.0,0.0
248,tnks2,4ui5-prepared,5h,23,tnks2/5h,-10.25,-10.05,3.0,0.0,3.0
249,tnks2,4ui5-prepared,8c,25,tnks2/8c,-8.0,-10.12,3.0,0.0,3.0
250,tnks2,4ui5-prepared,5a,21,tnks2/5a,-11.38,-10.76,2.0,5.0,2.0
251,tnks2,4ui5-prepared,5k,23,tnks2/5k,-10.87,-10.96,0.0,0.0,0.0
252,tnks2,4ui5-prepared,7,22,tnks2/7,-9.01,-8.4,0.0,9.0,0.0
253,tnks2,4ui5-prepared,5p,26,tnks2/5p,-10.76,-10.5,1.0,0.0,1.0
254,tnks2,4ui5-prepared,1a,17,tnks2/1a,-8.09,-8.55,2.0,0.0,2.0
255,tnks2,4ui5-prepared,5j,23,tnks2/5j,-11.51,-11.08,0.0,0.0,0.0
256,tnks2,4ui5-prepared,8f,26,tnks2/8f,-9.81,-11.81,0.0,0.0,0.0
257,tnks2,4ui5-prepared,3b,22,tnks2/3b,-12.04,-11.52,0.0,3.0,0.0
258,tnks2,4ui5-prepared,8a,25,tnks2/8a,-8.46,-10.81,1.0,0.0,1.0
259,tnks2,4ui5-prepared,5o,26,tnks2/5o,-12.67,-12.04,0.0,2.0,0.0
260,tnks2,4ui5-prepared,5d,22,tnks2/5d,-10.9,-10.89,0.0,4.0,0.0
261,tnks2,4ui5-prepared,5m,23,tnks2/5m,-12.51,-12.69,0.0,1.0,0.0
262,tnks2,4ui5-prepared,5n,25,tnks2/5n,-10.93,-10.71,0.0,0.0,0.0
263,tnks2,4ui5-prepared,5c,22,tnks2/5c,-11.82,-9.96,0.0,8.0,0.0
